   [47,] -7.009557e+00 13.3568851 22.596369  4.837656e-02  3.170155e-02
   [48,] -3.964760e+00  8.1323924 27.647626  1.964662e-02  2.115207e-02
   [49,]  6.573486e+00 11.3275901 27.691640  1.382896e-01 -2.695126e-03
   [50,]  7.466024e+00 27.8922075 33.153316 -2.356260e-02  2.638482e-02
   [51,] -4.462015e+00 29.1067849 34.495143 -2.541001e-01  2.559019e-02
   [52,] -5.930732e+00 30.1657119 41.591022 -1.778907e-01  2.582996e-02
   [53,] -3.234481e+00 30.9431482 43.613071 -4.780357e-01  2.562708e-02
   [54,]  3.685407e+00 34.6292329 46.870893 -5.041990e-01  2.830720e-02
   [55,]  4.781290e+00 31.4637405 51.604788 -4.213117e-01  2.737625e-02
   [56,]  1.306324e+01 25.4339291 36.792849 -6.181259e-01  3.694208e-02
   [57,]  9.669578e+00 27.7220122 41.915161 -6.173301e-01  3.069840e-02
   [58,]  1.406149e+01 25.0993733 41.715806 -6.110796e-01  3.534874e-02
   [59,]  1.408128e+00 23.8413360 45.378538 -2.186298e-01  3.007171e-02
   [60,] -3.807713e-01 16.0401339 55.722016 -1.478156e-01  3.280285e-02
   [61,] -5.150354e+00 20.9514614 57.454916 -6.264976e-01  3.281921e-02
   [62,]  7.829538e+00 30.7314984 50.008595 -5.565433e-01  2.963919e-02
   [63,]  3.238733e+00 29.0438785 49.350256 -4.257808e-01  3.567549e-02
   [64,]  3.367412e+00 30.4832977 43.015475 -3.545186e-01  2.542187e-02
   [65,]  6.821130e+00 27.7651705 51.951713 -6.609093e-01  3.649515e-02
   [66,]  4.250333e+00 23.9489684 39.995610 -6.872888e-01  4.020943e-02
   [67,]  1.298924e+01 26.4270267 41.153968 -9.269016e-01  4.425652e-02
   [68,]  1.332487e+01 30.3443831 47.622376 -8.813252e-01  3.556731e-02
   [69,]  1.040479e+01 28.5716481 45.970717 -5.690127e-01  2.844710e-02
   [70,]  1.138720e+01 12.3879484 37.950342 -3.395270e-01  2.529287e-02
   [71,]  1.971361e+00 21.6430822 36.612558 -2.309675e-01  4.129930e-02
   [72,]  6.271303e+00  8.9605229 41.265700 -3.587641e-01  2.951163e-02
   [73,]  7.248023e+00 10.1334430 44.934858 -4.260024e-01  4.502074e-02
   [74,]  7.319050e+00 20.9015426 26.706041 -4.788378e-01  4.308716e-02
   [75,]  3.630105e+00 22.6472870 33.370146 -3.832975e-01  4.558345e-02
   [76,]  4.145738e+00 16.6461012 28.331054 -1.965026e-01  4.352800e-02
   [77,]  4.000927e+00 19.9344122 29.021241 -3.887428e-01  4.729123e-02
   [78,]  8.448099e+00 25.2595173 29.390587 -5.581866e-01  2.637542e-02
   [79,]  5.107577e+00 29.3632555 33.050440 -5.447194e-01  3.336356e-02
   [80,]  7.249341e+00 25.7586390 42.913234  4.804482e-02  2.269033e-02
   [81,] -7.315579e+00 24.2464749 55.926839  1.751308e-01  7.755292e-03
   [82,] -5.145518e-01 34.5143282 54.379463  2.824166e-01  5.215982e-03
   [83,]  2.233352e-01 11.4908329 37.573623  8.374177e-02  1.150606e-02
   [84,]  7.907214e+00 24.5276333 43.822004 -2.146787e-01  3.666903e-02
   [85,]  3.819705e+00 21.7851120 39.377561 -8.773234e-01  3.063482e-02
   [86,]  2.236461e+00 35.7321821 55.017340 -5.062900e-01  3.018048e-02
   [87,]  3.430611e+00 22.7947045 42.275778 -9.451870e-01  6.312902e-02
   [88,]  7.791985e+00 27.5474130 36.262587 -1.234784e+00  6.229314e-02
   [89,]  8.282647e+00 26.9224723 32.109221 -5.889938e-01  3.996635e-02
   [90,]  1.153594e+01 25.2891587 37.448441 -5.279834e-01  3.290327e-02
   [91,]  8.775943e+00 27.9292534 40.995669 -7.552309e-01  3.001322e-02
   [92,]  1.157466e+01 33.3594991 48.339057 -8.282982e-01  2.700443e-02
   [93,]  1.444802e+01 33.6814406 46.642938 -3.424116e-01  1.357140e-02
   [94,]  1.781619e+01 32.1824946 49.289559 -2.624747e-02  8.327022e-03
   [95,]  1.741955e+00 31.6441914 43.648832 -2.049932e-02  1.221207e-02
   [96,]  1.187458e+01 23.2801373 55.652825 -1.737152e-01  1.502123e-02
   [97,]  1.235415e+01 27.3958577 54.394018 -1.281576e-01  2.015375e-02
   [98,]  6.802148e+00 28.1906058 43.695314  2.894747e-02  2.112071e-02
   [99,]  1.161314e+01 14.5360504 38.187883 -4.134740e-01  3.880097e-02
  [100,]  3.567600e+00 13.3935807 35.564542 -1.824835e-01  3.723203e-02
  [101,]  9.924096e-01 14.5361180 50.327494 -3.349980e-01  1.586152e-02
  [102,]  8.139916e+00 28.7163512 46.925887 -2.868942e-01  3.281302e-02
  [103,]  3.771574e+00 29.3808184 44.269797 -3.258978e-01  2.818825e-02
  [104,]  7.724786e+00 19.7866473 38.960290 -1.987407e-01  3.295637e-02
  [105,]  9.252775e+00 16.2771045 39.812395 -1.935617e-01  3.280974e-02
  [106,]  5.615787e+00 17.8027299 33.437022 -1.213833e-01  3.932521e-02
  [107,]  1.045688e+00 21.2174778 33.770835 -3.870866e-01  4.003568e-02
  [108,] -7.338833e+00 24.5326352 39.910942 -6.467159e-01  3.422058e-02
  [109,] -2.887261e+00 32.1835926 38.918384 -6.701187e-01  4.563992e-02
  [110,] -4.789680e+00 31.2045964 35.713108 -2.266593e-01  3.719535e-02
  [111,]  1.495183e+00  9.8216828 37.341152 -3.513743e-01  7.271588e-02
  [112,]  1.131060e+00 11.8490182 36.157157 -7.381282e-01  6.475617e-02
  [113,]  3.235744e+00 23.1209923 32.808474 -7.287132e-01  6.033574e-02
  [114,]  1.294100e+01 20.6715643 41.157185 -9.126619e-01  6.982420e-02
  [115,]  1.037367e+01 21.1111458 25.065535 -8.312549e-01  6.832092e-02
  [116,]  8.487681e+00 20.1139203 38.133435 -9.166456e-01  4.652119e-02
  [117,]  9.764032e+00 33.2404957 34.178448 -7.597655e-01  4.995387e-02
  [118,]  1.140377e+01 31.8956523 38.026568 -7.496225e-01  3.544264e-02
  [119,]  1.667006e+01 28.8350824 45.546786 -6.557322e-01  4.367671e-02
  [120,]  6.123549e+00 20.4557099 28.684309 -4.803196e-01  3.273749e-02
  [121,]  1.375901e+01 30.7888249 55.926564 -4.350223e-01  2.545229e-02
  [122,]  2.982653e+00 37.8065990 35.220935 -2.656418e-01  1.819177e-02
  [123,]  2.301546e+01 31.2657845 68.503878 -3.672444e-01  1.831658e-02
  [124,]  3.931214e+00 18.5891274 68.951810 -2.136575e-01  1.293525e-02
  [125,]  1.699864e+01 20.6095250 61.794904 -1.037645e-02  1.501706e-02
  [126,] -5.934449e+00 35.0299352 42.984665 -1.948031e-01  1.495625e-02
  [127,]  1.092694e+01 23.8239554 46.172873 -2.570338e-01  1.355496e-02
  [128,]  1.003903e+01 31.9165354 45.377599  5.674403e-02  1.098339e-02
  [129,]  7.731902e+00 27.0086956 50.832360  1.584579e-01  8.352095e-03
  [130,]  3.421883e+00 25.2874296 52.765567 -4.911968e-02  1.425938e-02
  [131,]  3.204318e+00 21.1547580 27.801306 -1.092527e-02  6.539807e-03
  [132,]  1.861738e+01 40.4800365 46.177085 -2.615437e-01  9.370624e-03
  [133,]  5.826143e+00 38.9504968 42.987784 -2.241357e-01  1.773309e-02
  [134,]  1.529183e+01 30.6119274 40.206175 -4.931269e-01  2.810322e-02
  [135,]  1.530995e+01 38.7204313 44.848014 -8.136837e-01  4.289104e-02
  [136,]  1.065165e+01 39.7116411 40.594719 -8.157152e-01  3.371886e-02
  [137,]  1.135556e+01 25.1537549 46.151978 -7.789701e-01  3.335839e-02
  [138,]  1.085224e+01 37.2734589 46.193200 -7.761684e-01  6.097951e-02
  [139,]  1.044142e+01 33.4567049 21.733229 -9.874168e-01  5.131253e-02
  [140,]  1.432893e+01 33.1531911 33.998984 -7.511534e-01  2.953918e-02
  [141,]  1.595131e+01 31.1550657 48.720470 -5.517093e-01  2.723040e-02
  [142,] -1.269788e+00 22.4666661 53.074585 -3.604747e-01  2.252633e-02
  [143,]  1.966506e+01 23.8894068 45.825017 -7.091009e-02  1.005665e-02
  [144,]  1.978052e+01 22.8109703 44.094894  3.166782e-02  1.073636e-02
  [145,]  4.306913e+00 21.5265002 45.841356 -4.463548e-02  3.445814e-03
  [146,]  6.618828e+00 29.7740560 39.915701  2.846048e-01  8.647514e-03
  [147,]  1.013270e+01 34.4698714 55.022052  1.868924e-02  1.922064e-02
  [148,]  2.068575e+00 33.9162111 59.720754 -5.677601e-01  2.730209e-02
  [149,]  1.773433e+01 33.3141497 34.036196 -5.857917e-01  1.570312e-02
  [150,]  1.231114e+01 28.7301127 37.974295 -4.324685e-01  1.699501e-02
  [151,]  1.456177e+01 27.4841803 39.905748  5.093577e-02  7.449405e-03
  [152,]  2.025156e+01 22.6727229 32.521372 -2.506978e-01  1.553717e-03
  [153,]  1.674002e+01 15.3671645 36.486997 -2.926738e-01  4.876235e-03
  [154,]  1.275132e+01 21.3700620 42.580522  2.506591e-01  3.630250e-03
  [155,]  1.446345e+01 33.0140954 46.627676 -3.462313e-02  1.532463e-03
  [156,]  1.670094e+01 32.6311812 42.433236  1.645607e-01  6.732330e-03
  [157,]  5.009999e+00 37.9554392 51.083087 -7.790913e-02  2.313274e-02
  [158,]  9.253743e+00 37.7648690 45.353119 -5.869212e-01  3.266025e-02
  [159,]  6.991526e+00 10.8651038 42.485874 -2.511421e-01  5.109471e-02
  [160,]  3.224236e+00 22.4368005 33.136542 -1.119085e+00  6.216321e-02
  [161,]  7.460271e+00 23.2733905 42.956722 -8.700741e-01  6.018843e-02
  [162,]  8.756098e+00 24.8173480 24.444093 -7.499044e-01  5.700635e-02
  [163,]  1.068040e+01 26.1101276 29.285407 -7.188857e-01  6.354877e-02
  [164,]  1.058847e+01 13.6032648 43.170605 -1.118878e+00  6.758587e-02
  [165,]  1.766369e+01 21.9318069 37.760476 -1.111774e+00  4.721786e-02
  [166,]  6.432241e+00 22.6936341 37.194321 -2.799091e-01  4.529804e-02
  [167,]  6.106781e+00 17.6268814 37.134199 -3.168884e-01  3.368316e-02
  [168,] -7.420234e-01 33.5702879 39.077471 -4.119721e-01  3.877975e-02
  [169,]  1.108606e+01 32.9316040 36.167559 -4.826784e-01  2.901603e-02
  [170,]  1.941502e+01 26.7173090 54.504449 -4.719362e-01  2.428869e-02
  [171,]  4.617981e+00 37.1246239 51.211613 -4.818939e-01  2.902807e-02
  [172,]  1.712507e+01 24.4890249 48.268423 -4.405160e-01  2.216415e-02
  [173,]  1.556348e-01 37.4059233 44.044237 -5.163462e-01  2.040656e-02
  [174,]  5.009046e+00 20.8646326 53.418219 -2.277580e-01  1.266589e-02
  [175,]  5.271026e+00 22.6527472 61.009574 -3.812541e-01  2.777122e-02
  [176,]  5.148694e+00 19.4808319 39.518258 -2.107441e-01  1.392198e-02
  [177,]  8.739757e+00 36.8041314 39.502010 -1.789487e-01  2.296203e-02
  [178,]  1.550613e+01 34.2585151 49.677475 -5.696264e-01  3.108856e-02
  [179,]  2.696099e+01 37.5401532 49.684881 -1.404882e+00  3.021713e-02
  [180,]  1.979733e+01 49.0460066 60.396449 -1.336190e+00  2.964395e-02
  [181,]  1.081285e+01 41.0509486 41.798391 -1.386263e+00  6.186243e-02
  [182,]  1.055731e+01 22.9129460 47.021118 -1.091942e+00  5.273742e-02
  [183,]  1.366767e+01 32.2268539 41.309339 -1.049077e+00  4.163750e-02
  [184,]  1.119186e+01 38.1977545 36.860600 -5.256389e-01  3.052847e-02
  [185,]  1.106224e+01 45.6226949 53.328948 -5.669216e-01  2.947968e-02
  [186,]  1.338447e+01 35.9184708 60.610111 -9.263510e-01  2.911288e-02
  [187,]  9.186613e+00 26.1641773 52.054190 -9.196529e-01  2.951518e-02
  [188,]  4.829867e+00 26.5449248 43.419484 -6.809925e-01  5.068086e-02
  [189,]  5.034329e+00 11.9006435 40.930536 -7.113913e-01  4.299638e-02
  [190,]  5.494359e+00 12.1200650 32.463552  6.093462e-02  3.386373e-02
  [191,]  3.864455e+00 17.1178731 50.089576 -3.054297e-02  3.284302e-02
  [192,]  3.292934e+00 21.0031010 46.340880 -1.190368e-01  2.058555e-02
  [193,] -4.921573e-01 35.0389401 36.933123 -5.148220e-01  3.613411e-02
  [194,]  2.790598e+00 24.0146912 36.716529 -5.039325e-01  5.695251e-02
  [195,]  6.313170e+00 23.8090687 33.419507 -6.549848e-01  4.085130e-02
  [196,]  1.104171e+01 22.6108349 46.939676 -8.333227e-01  4.214281e-02
  [197,]  9.898570e+00 31.7130615 37.879730 -5.317297e-01  2.628316e-02
  [198,]  1.462843e+01 30.9226274 37.515215 -4.629369e-01  2.336489e-02
  [199,]  4.104852e+00 33.0695509 48.880818 -2.918299e-01  1.975263e-02
  [200,]  1.185197e+01 31.3789157 41.945762 -3.439725e-01  1.553315e-02
  [201,]  1.595612e+01 32.8736549 53.011398 -2.939538e-01  1.685667e-02
  [202,]  4.647808e+00 23.4849502 44.702684 -2.602585e-01  2.768992e-02
  [203,]  1.258313e+01 33.6768045 34.714391 -5.342403e-01  4.280908e-02
  [204,]  5.366812e+00 20.3164602 43.090596 -6.575389e-01  4.663235e-02
  [205,]  6.250435e+00 20.7354961 27.440395 -4.459003e-01  4.841332e-02
  [206,]  2.738842e+00 23.1497126 35.782877 -7.197007e-01  4.406582e-02
  [207,]  4.828980e+00 28.3213020 45.896605 -5.104234e-01  3.910205e-02
  [208,]  3.467575e+00 27.1613736 51.345046 -4.819813e-01  4.277402e-02
  [209,]  1.009307e+01 17.4530651 50.074648 -6.594406e-01  4.276519e-02
  [210,]  9.952022e+00 19.8986284 54.612005 -8.681780e-01  3.284585e-02
  [211,]  2.429140e+01 44.8450304 53.282361 -1.184316e+00  3.410093e-02
  [212,]  1.869601e+01 40.4251639 58.626295 -9.619646e-01  3.547026e-02
  [213,]  1.784449e+01 36.5722310 58.544728 -7.880706e-01  2.963274e-02
  [214,]  3.743067e+00 35.3462628 55.481787 -7.505403e-01  2.890163e-02
  [215,] -2.184170e-01 26.5806613 53.691524 -7.089848e-01  4.210614e-02
  [216,]  4.102255e+00 28.3627886 35.456908 -7.678706e-01  3.596243e-02
  [217,]  4.354260e+00 36.4635370 34.816974 -3.773666e-01  2.613586e-02
  [218,]  1.979638e+00 14.9644455 44.845912  3.544405e-01  2.589908e-02
  [219,]  2.231559e+00  7.4773390 28.426878  2.792592e-01  1.640650e-02
  [220,]  2.663386e+00 11.3728306 50.462337  2.380712e-01  6.677635e-03
  [221,] -6.797243e+00 40.4812864 51.595702 -1.116876e-01  1.844566e-02
  [222,]  2.164431e+00 36.6727030 37.714670 -4.970328e-01  4.540119e-02
  [223,]  4.670724e+00 24.6105236 35.033177 -4.629119e-01  1.895462e-02
  [224,]  5.927281e+00 30.3716005 53.061363 -5.197117e-01  3.918287e-02
  [225,] -6.239975e+00 18.1325759 30.258717 -1.931562e-01  4.324778e-02
  [226,] -1.926168e+00 12.5178819 43.550362 -3.133816e-01  4.426109e-02
  [227,]  2.895725e+00  9.5591087 37.842626 -4.361090e-01  2.262564e-02
  [228,]  1.013394e+01 12.3537943 50.332221 -4.058475e-01  1.863181e-02
  [229,]  7.353464e+00 33.2069422 46.472506 -3.574824e-02  1.735679e-02
  [230,]  3.837963e+00 31.0449343 32.327293  2.754108e-01  1.091659e-02
  [231,]  7.732153e+00 15.5296344 53.532287  2.742996e-01 -2.613289e-03
  [232,]  1.072986e+01 25.8248689 49.344455  8.570028e-02  1.399118e-02
  [233,] -7.592749e-01 25.1114594 41.799556  1.283024e-02  1.698867e-02
  [234,]  9.646684e+00 15.7888051 42.991299  3.954577e-02  1.567755e-02
  [235,]  6.916787e+00 22.1133153 44.066746 -1.223111e-01  1.865590e-02
  [236,]  8.884568e+00 23.9893272 44.854377 -3.118581e-01  2.989674e-02
  [237,]  7.895689e+00 33.1935832 41.887938 -4.692707e-01  2.441893e-02
  [238,]  4.671041e+00 37.3406039 48.345894 -3.755513e-01  2.146420e-02
  [239,]  1.227012e+01 27.0797375 41.881278 -3.183393e-01  1.814229e-02
  [240,]  7.350587e+00 23.4708400 54.943702 -1.649667e-01  1.699211e-02
  [241,]  3.684664e+00 27.0300229 54.987924 -1.453817e-01  1.786689e-02
  [242,]  7.900111e+00 28.3685709 44.311563 -1.099919e-01  1.099316e-02
  [243,]  7.433552e+00 39.7086163 36.657234 -9.959689e-02  2.308387e-02
  [244,]  9.686373e+00 32.1566668 46.040175 -5.184764e-01  3.277781e-02
  [245,]  7.388816e-01 27.2984064 41.706277 -5.028761e-01  2.481010e-02
  [246,]  1.654359e+01 24.9511743 46.198227 -2.724716e-01  2.960371e-02
  [247,] -7.403844e+00 28.4956935 45.940185 -2.944028e-01  2.297660e-02
  [248,] -7.252231e+00 22.5143288 44.743673 -2.323258e-01  2.153810e-02
  [249,]  2.323931e+01 20.8896827 51.799962 -6.349511e-01  2.125699e-02
  [250,]  2.438595e+01 32.2235636 42.933860 -4.374325e-01  2.154690e-02
  [251,]  1.478791e+01 21.0333854 44.141771 -1.979573e-01  2.535974e-02
  [252,]  6.961820e+00 20.6236966 51.705933 -5.775196e-02  1.048736e-02
  [253,]  8.095091e+00 22.9142873 50.550500  4.633202e-02  1.326481e-02
  [254,]  5.099414e+00 22.7512116 49.538902 -8.687881e-02  1.312911e-02
  [255,]  3.991919e+00 17.6593711 48.100799  8.857444e-02  1.360911e-02
  [256,]  1.022751e+01 25.3285829 34.164493 -3.882331e-01  3.873943e-02
  [257,]  8.702888e+00 21.0603335 35.896850 -6.045566e-01  3.950087e-02
  [258,]  4.431322e+00 22.9802826 44.831018 -5.293003e-01  3.245490e-02
  [259,]  1.898510e+01 32.9065302 44.804536 -7.061586e-01  2.922554e-02
  [260,]  2.239197e+01 27.4671631 52.768425 -6.875398e-01  2.858749e-02
  [261,]  1.680553e+01 35.1886831 53.361758 -7.665515e-01  2.251098e-02
  [262,]  1.756640e+01 34.6157958 49.664141 -2.904612e-01  2.677713e-02
  [263,]  3.469564e+00 26.4449842 47.581182 -2.313416e-01  2.766274e-02
  [264,]  1.008860e+01 30.1370511 46.128465 -2.109762e-01  2.226057e-02
  [265,] -8.008363e+00 25.5942034 47.279772 -3.010161e-01  1.115188e-02
  [266,]  2.091105e+01 33.1314832 48.483905 -2.129310e-01  2.063893e-02
  [267,]  1.477282e+01 24.4504195 46.878051 -2.273192e-01  1.720483e-02
  [268,]  4.524682e+00 31.8676211 43.089758 -1.727845e-01  2.451296e-02
  [269,] -2.419253e+00 29.6365449 42.562031 -4.249230e-01  3.107112e-02
  [270,]  6.253584e+00 32.2238918 45.752420 -4.139506e-01  1.592373e-02
  [271,]  2.527381e+01 33.6850443 40.922826 -4.408024e-01  2.116081e-02
  [272,]  1.283288e+01 30.2400358 47.137903 -3.901861e-01  1.854226e-02
  [273,]  1.421554e+01 30.8089774 40.025457 -5.939008e-01  2.487285e-02
  [274,]  8.923512e+00 30.7024772 56.901122 -6.446183e-01  3.508737e-02
  [275,]  1.043339e+01 30.8601358 58.457612 -6.855074e-01  2.875545e-02
  [276,]  1.669597e+01 29.6763039 39.048416 -6.841784e-01  2.297510e-02
  [277,]  1.036974e+01 40.4398323 52.108771 -8.042093e-01  2.962886e-02
  [278,]  2.466434e+01 15.8549459 51.122266 -3.774259e-01  2.218758e-02
  [279,]  2.338724e+01 10.9705595 51.017756 -3.476313e-01  2.348047e-02
  [280,]  1.019388e+01 10.0301219 45.693941 -3.394738e-01  3.629854e-02
  [281,]  1.024570e+01 13.7628270 21.152161 -1.199382e-01  3.067785e-02
  [282,] -4.507308e+00 12.9731419 21.558121 -7.905310e-02  4.963412e-02
  [283,] -2.753835e+00 16.4287999 20.239587 -4.501902e-01  5.153193e-02
  [284,] -4.879997e+00 17.6484812 37.678835 -4.262024e-01  4.492292e-02
  [285,]  1.624891e+00 20.7005317 37.119263 -3.323726e-01  4.622590e-02
  [286,]  2.236182e+00 19.2816187 35.601660 -4.890145e-01  6.826339e-02
  [287,]  8.600790e+00 18.3981585 23.736939 -7.408092e-01  6.965507e-02
  [288,]  8.149569e+00 16.7766600 38.025244 -1.051480e+00  5.760967e-02
  [289,]  1.232308e+01 29.3882464 42.379932 -9.445328e-01  5.522823e-02
  [290,]  1.313049e+01 35.5460571 33.470459 -9.280531e-01  4.913294e-02
  [291,]  1.420867e+01 14.2545963 38.306529 -2.851467e-01  5.189293e-02
  [292,]  1.416162e+01 22.8959617 28.629135 -6.510647e-01  4.605524e-02
  [293,]  8.956260e+00 17.7589134 32.449726 -7.291067e-01  4.777939e-02
  [294,]  1.687481e+01 30.7037888 37.855690 -7.172367e-01  5.914875e-02
  [295,]  3.424270e+00 27.5913312 40.625911 -8.963102e-01  5.451582e-02
  [296,]  1.421359e+00 28.5527291 36.046692 -9.319731e-01  4.162729e-02
  [297,]  5.998075e+00 26.2162108 42.542745 -6.065166e-01  3.124763e-02
  [298,]  1.498931e+01 29.8718148 36.123453 -4.704152e-01  1.077994e-02
  [299,]  9.416066e+00 35.1441941 49.694362 -3.496598e-01  7.840488e-03
  [300,]  2.071774e+01 35.5807892 36.931162  7.910429e-03  1.193546e-02
  [301,]  3.050039e+00 26.4965603 44.754765 -1.498612e-01  9.718242e-03
  [302,]  4.243039e+00 27.7409136 52.863557 -3.100635e-02  1.059038e-02
  [303,]  5.966894e+00 25.8595444 29.359599 -3.239386e-02  2.051044e-02
  [304,]  1.344908e+01 25.1541023 55.875782 -3.472560e-02  1.472185e-02
  [305,]  1.302639e+01 30.1024189 51.890581 -1.349169e-01  2.130385e-02
  [306,]  6.010714e+00 27.4392293 53.876462 -2.074336e-01  1.184009e-02
  [307,]  1.533332e+01 26.4406705 58.167527 -2.870469e-01  1.996347e-02
  [308,]  1.437344e+01 30.5623312 41.798138 -2.552253e-01  1.883837e-02
  [309,]  1.104446e+01 23.5798860 49.150770 -3.455938e-01  3.516157e-02
  [310,]  8.513145e+00 21.2207383 40.818576 -3.093001e-01  3.878510e-02
  [311,]  1.057488e+01 20.5415685 48.757148 -5.399600e-01  2.007284e-02
  [312,]  1.824495e+01 31.7292670 48.450331 -3.863327e-01  1.411952e-02
  [313,]  2.585986e+01 38.3619996 56.999945 -3.795644e-01  1.015239e-02
  [314,]  1.466926e+01 25.0150218 59.879947 -1.537227e-01  1.972380e-02
  [315,]  1.601259e-01 31.2854941 47.406087 -7.396493e-02  1.917154e-02
  [316,]  8.223826e+00 21.9198500 43.504603 -9.349148e-02  1.355608e-02
  [317,]  6.178136e+00 30.9694172 29.824496 -1.991803e-01  1.655159e-02
  [318,]  7.431757e+00 29.5513042 43.142214 -2.850873e-01  7.087862e-03
  [319,]  6.964333e+00 26.2904572 38.810787 -3.473165e-01  3.406468e-02
  [320,]  7.074068e+00 24.8286779 40.282025 -5.260800e-01  4.743202e-02
  [321,]  1.060216e+01 16.1785216 37.015996 -7.717713e-01  4.894972e-02
  [322,]  1.037653e+01 35.7407839 39.920823 -1.132430e+00  4.612537e-02
  [323,]  7.364105e+00 28.3326832 48.972328 -1.062390e+00  4.404857e-02
  [324,]  9.277017e+00 30.5810785 45.354759 -1.061656e+00  4.824531e-02
  [325,]  1.778995e+01 30.1167263 41.309990 -1.023235e+00  4.650611e-02
  [326,]  1.579580e+01 26.0713773 41.148244 -9.005473e-01  4.545881e-02
  [327,]  1.321229e+01 34.2816084 35.770698 -9.564571e-01  4.395241e-02
  [328,]  1.406240e+01 41.5898380 26.101449 -1.101506e+00  4.764849e-02
  [329,]  1.751506e+01 29.7733142 28.781271 -1.080791e+00  5.576170e-02
